Wikidata_QID,English_Label,Num_Languages,Total_Views_All_Langs,Languages,Top5_Languages_Detail
Q320,Michelle Bachelet,9,7009,"ami, cbk-zam, ilo, lad, pam, skr, szy, tay, trv","ilo:#47(1,229); pam:#50(1,132); szy:#13(1,092); cbk-zam:#4(1,045); trv:#5(949)"
Q540571,Fibromyalgia,8,31371839,"de, en, fr, gpe, it, mad, nl, no","en:#33(17,688,760); de:#12(6,834,234); it:#11(3,184,562); fr:#37(2,533,394); nl:#17(949,422)"
Q184627,Human papillomavirus infection,8,11179665,"es, it, mad, mk, rki, si, sr, zh","es:#19(6,797,518); it:#44(2,081,119); zh:#35(1,966,658); sr:#38(208,399); mk:#26(90,303)"
Q205764,Endometriosis,8,10154743,"bg, de, fr, he, it, ka, mad, nn","de:#41(4,406,068); fr:#43(2,388,642); it:#43(2,090,285); he:#16(663,382); bg:#23(418,873)"
Q202387,Post-traumatic stress disorder,8,5687763,"he, lfn, ln, mzn, no, rn, ru, wo","ru:#47(4,915,658); he:#28(539,853); no:#23(212,158); ln:#4(7,836); mzn:#9(5,524)"
Q185137,Thalassemia,8,3827371,"az, bn, el, ms, sc, si, ur, zh","zh:#28(2,126,979); ms:#3(527,576); bn:#12(461,476); el:#33(378,783); az:#19(268,756)"
Q191521,Sildenafil,8,3495869,"arz, bcl, fa, ha, ig, ta, tr, wuu","fa:#30(2,376,538); tr:#38(657,619); ta:#8(341,665); arz:#10(83,231); wuu:#6(25,032)"
Q221668,Urinary tract infection,8,1842694,"bn, dty, ha, hy, pa, sw, ta, tl","tl:#1(873,465); bn:#25(328,921); ta:#13(297,702); sw:#14(159,513); hy:#26(156,492)"
Q154869,Hepatitis C,8,1191477,"az, fur, hu, hy, ka, my, ug, yo","hu:#26(561,460); ka:#10(235,046); az:#32(206,185); hy:#32(140,526); my:#16(44,361)"
Q3378593,Substance dependence,8,812754,"an, az, hif, ka, ky, os, simple, uz","az:#33(204,945); uz:#31(181,569); simple:#27(173,303); ka:#41(121,908); an:#2(66,311)"
Q123414,Stress (biology),8,562760,"co, jam, ku, ln, mr, sq, uz, vec","sq:#25(204,958); mr:#28(177,584); uz:#43(164,732); ln:#10(5,061); ku:#49(2,776)"
Q129279,Dysentery,8,511711,"anp, bew, bn, fiu-vro, kbp, ne, sw, za","bn:#16(423,855); sw:#35(73,150); ne:#37(10,989); za:#44(1,116); fiu-vro:#44(1,036)"
Q133823,Migraine,8,474545,"ary, lg, mad, or, sq, sw, ta, xmf","sq:#26(198,220); ta:#35(193,559); sw:#34(74,457); or:#46(4,222); xmf:#41(1,705)"
Q177708,Menopause,8,240028,"als, dv, ie, kn, mdf, rw, sq, tcy","sq:#31(185,680); kn:#45(33,385); rw:#6(10,084); als:#22(6,866); dv:#40(2,285)"
Q181754,Heart failure,8,210380,"af, bxr, inh, ks, lfn, ln, mk, pam","af:#16(111,873); mk:#28(87,344); bxr:#12(4,430); pam:#28(2,361); ln:#35(2,115)"
Q36855,Swine influenza,8,187017,"af, bat-smg, bm, lo, mai, mt, pap, pdc","af:#9(177,844); bat-smg:#34(2,244); pdc:#7(2,075); bm:#8(1,711); pap:#28(974)"
Q170990,Arthritis,8,110718,"arc, blk, hak, km, lg, mk, ne, pa","mk:#30(85,207); ne:#32(11,650); pa:#28(7,685); km:#40(2,427); lg:#21(1,614)"
Q47051,Prion,8,51644,"br, ht, ia, jv, lmo, nn, oc, wuu","wuu:#18(10,521); nn:#49(6,989); jv:#21(6,906); ia:#18(6,763); oc:#16(6,292)"
Q164655,Abscess,8,31598,"ay, bjn, br, ce, gn, ht, nia, scn","gn:#6(11,426); br:#9(6,254); nia:#1(3,682); scn:#46(2,927); bjn:#25(2,870)"
Q31207,Health care,8,30244,"be, bxr, fj, hak, ig, mg, pa, yi","pa:#35(7,229); be:#28(5,921); bxr:#13(4,390); mg:#15(4,197); yi:#20(4,001)"
Q80061,Nobel Prize in Physiology or Medicine,8,24774,"be, dty, gd, mai, nds, scn, yo, zh-min-nan","be:#39(4,840); gd:#14(3,591); scn:#43(3,113); nds:#40(2,935); mai:#11(2,744)"
Q614304,Pharmacy,8,23592,"diq, gcr, hak, hyw, kaa, rw, su, wa","su:#12(7,991); gcr:#2(5,503); diq:#17(3,363); wa:#38(2,408); hak:#27(2,379)"
Q79928,Acne,8,18478,"ace, bjn, la, lg, lij, nia, rki, rw","la:#43(6,492); rw:#19(3,367); ace:#7(2,426); lg:#18(1,883); lij:#22(1,851)"
Q14819852,Birth,8,17713,"cu, gan, gn, guw, ln, mg, tt, za","tt:#11(4,869); gn:#37(3,236); gan:#25(2,711); mg:#25(2,661); ln:#41(1,818)"
Q10379,Cardiology,8,16876,"ia, kaa, min, nds, pi, sa, tly, xmf","ia:#36(4,465); min:#33(3,236); nds:#41(2,739); xmf:#31(2,235); sa:#44(1,967)"
Q81938,Pain,8,14958,"bat-smg, ce, hyw, ik, la, myv, se, sn","la:#36(6,737); sn:#41(2,407); bat-smg:#38(2,124); hyw:#35(1,063); se:#31(831)"
Q12029,Addiction,8,14724,"bew, ce, gcr, ilo, knc, mzn, new, war","war:#49(3,814); mzn:#17(3,434); new:#34(2,727); ilo:#45(1,848); knc:#4(1,162)"
Q160289,Hearing,8,11246,"ay, fiu-vro, fj, guw, kab, pcd, so, zu","so:#42(3,918); fiu-vro:#36(1,829); ay:#22(1,730); kab:#44(1,314); pcd:#9(923)"
Q156091,Atropa bella-donna,8,7808,"ceb, co, csb, hsb, kw, os, pcd, sa","sa:#18(2,957); csb:#23(1,204); pcd:#11(809); ceb:#48(711); hsb:#12(708)"
Q2485083,Suicide methods,7,56759607,"en, fa, hi, pt, ru, ta, tr","en:#8(29,287,777); ru:#4(10,347,874); fa:#2(7,313,817); pt:#2(3,500,820); tr:#2(3,207,419)"
Q164654,Penile–vaginal intercourse,7,9272724,"be, be-x-old, de, hsb, pt, tl, xmf","de:#13(6,695,938); pt:#9(2,359,539); tl:#45(132,615); hsb:#1(27,595); be-x-old:#1(26,393)"
Q476112,Human height,7,4247508,"ay, hr, nl, no, pt, sv, vep","pt:#34(1,616,632); sv:#3(1,280,400); nl:#31(855,818); no:#12(257,904); hr:#33(232,463)"
Q201928,Amoxicillin,7,3597127,"ar, az, blk, bs, ln, th, zh","zh:#50(1,589,689); ar:#47(1,335,883); th:#35(373,196); az:#45(167,135); bs:#7(125,740)"
Q186470,Tonsillitis,7,3365531,"af, bg, et, hy, ja, nn, rw","ja:#44(2,653,804); bg:#37(336,405); hy:#17(187,951); et:#8(99,354); af:#48(61,132)"
Q191282,First Opium War,7,2213703,"bcl, tl, wuu, za, zh, zh-classical, zh-yue","zh:#34(1,966,746); tl:#36(152,307); zh-yue:#11(65,052); bcl:#6(11,075); wuu:#17(11,025)"
Q103177,SARS,7,2179628,"cdo, he, hyw, kab, lmo, zh, zh-yue","zh:#47(1,663,721); he:#47(454,205); zh-yue:#14(55,392); lmo:#47(1,875); kab:#28(1,656)"
Q104085,Asbestos,7,819985,"da, et, fi, ig, io, li, sco","fi:#15(618,726); da:#44(133,791); et:#40(53,781); sco:#32(5,406); li:#35(3,715)"
Q155857,Rubella,7,701130,"af, ky, lb, mr, sh, tg, tk","mr:#10(310,719); ky:#5(138,550); sh:#19(124,381); af:#26(100,168); tg:#29(12,579)"
Q173022,Bronchitis,7,633586,"az, kk, km, lv, nn, rn, tk","kk:#26(314,516); az:#25(229,856); lv:#34(53,041); tk:#21(21,876); nn:#22(10,035)"
Q318529,Safe sex,7,599930,"ast, bar, bn, eo, gn, gu, my","bn:#17(413,701); gu:#13(64,956); my:#8(59,778); ast:#2(48,281); eo:#41(5,727)"
Q176741,Mumps,7,497422,"af, bcl, din, mdf, mr, ta, tk","mr:#20(203,487); ta:#44(171,397); af:#27(99,163); tk:#35(11,941); bcl:#10(9,043)"
Q167844,Conjunctivitis,7,475383,"blk, gan, ne, nia, skr, te, tl","tl:#10(388,011); te:#40(74,318); ne:#33(11,576); nia:#9(732); blk:#27(308)"
Q150839,Salmonella,7,403197,"el, fo, ga, gl, jv, oc, war","el:#37(364,133); gl:#46(8,358); fo:#8(6,716); jv:#24(6,469); ga:#11(6,205)"
Q5906358,Healthy diet,7,382452,"ab, iba, ms, nso, simple, ve, zu","simple:#21(213,456); ms:#35(167,843); zu:#48(795); ve:#6(212); ab:#7(79)"
Q771035,Traditional medicine,7,166532,"am, as, guc, ha, inh, ky, mg","ky:#14(98,953); am:#9(31,265); as:#16(19,303); ha:#8(13,928); mg:#35(1,773)"
Q156537,Domestic violence,7,149981,"km, ln, mai, ne, pap, pcm, te","te:#31(85,525); ne:#6(32,711); km:#9(27,788); ln:#43(1,807); mai:#20(1,719)"
Q1221899,Gynaecology,7,80048,"bo, lld, ln, mad, min, pi, te","te:#44(67,363); min:#24(4,677); bo:#32(2,470); pi:#10(2,219); ln:#42(1,808)"
Q7208,Pathology,7,60301,"arz, li, pi, ps, rki, xmf, zh-min-nan","arz:#18(44,753); li:#20(4,839); ps:#39(3,604); pi:#6(2,658); zh-min-nan:#50(2,616)"
Q130365,Riboflavin,7,31870,"fo, lb, lo, rw, sco, su, tyv","sco:#17(7,902); su:#19(6,867); lb:#7(6,829); fo:#9(6,617); tyv:#22(1,712)"
Q129104,Anthrax,7,27775,"is, kw, om, ps, sah, scn, tok","is:#46(9,773); om:#4(8,678); scn:#27(3,848); ps:#47(3,153); sah:#45(1,802)"
Q128570,Bioinformatics,7,25303,"io, jv, ki, lb, lfn, li, nov","jv:#38(5,238); nov:#7(4,479); lb:#21(4,286); io:#34(3,432); li:#44(3,202)"
Q186517,Parasitism,7,20986,"ary, frr, gd, kw, nn, om, qu","nn:#35(8,398); om:#11(4,434); qu:#45(2,721); gd:#26(2,354); frr:#39(1,440)"
Q174876,Breastfeeding,7,20191,"be, br, ln, mai, nia, tcy, xh","be:#8(10,611); br:#50(3,070); ln:#36(2,024); xh:#26(1,956); tcy:#25(1,258)"
Q133696,Color blindness,7,18473,"ary, cdo, cv, gd, ku, sco, zh-classical","sco:#26(6,201); zh-classical:#20(3,508); ku:#48(2,781); gd:#32(1,948); cv:#32(1,595)"
Q212980,Psychologist,7,17276,"bo, fj, hyw, kaa, kbp, ksh, tg","tg:#42(8,938); bo:#31(2,483); ksh:#10(1,774); fj:#8(1,272); kbp:#30(1,189)"
Q202883,Veterinarian,7,15754,"diq, fo, gd, ia, se, tyv, vec","ia:#22(5,773); fo:#37(2,561); gd:#29(2,082); vec:#24(1,873); diq:#47(1,567)"
Q130768,Smoke,7,14573,"arc, ay, bh, bjn, oc, roa-rup, tly","oc:#17(6,229); bh:#37(2,685); roa-rup:#20(1,549); bjn:#38(1,512); arc:#29(1,297)"
Q181600,Patient,7,9025,"bjn, dag, dga, inh, mg, sd, ti","ti:#10(2,529); sd:#33(1,736); bjn:#39(1,505); mg:#43(1,306); dag:#20(1,148)"
Q1225041,Gaslighting,6,30853674,"en, he, ko, la, pfl, sv","en:#10(27,890,290); ko:#2(1,758,731); sv:#26(637,100); he:#26(555,225); la:#37(6,658)"
Q407592,Tramadol,6,23467492,"ar, en, fa, fr, mzn, nl","en:#41(16,270,098); fr:#25(2,884,518); fa:#40(2,013,916); ar:#41(1,394,134); nl:#24(902,023)"
Q243547,Ketamine,6,20936550,"en, kcg, nl, sh, sv, zh-classical","en:#25(19,575,091); nl:#46(748,903); sv:#45(526,221); sh:#50(84,151); zh-classical:#43(2,022)"
Q129029,Bhopal disaster,6,18603201,"awa, en, hi, mai, mr, simple","en:#37(16,692,553); hi:#15(1,317,600); simple:#3(484,415); mr:#41(107,407); mai:#24(1,152)"
Q179945,Psoriasis,6,8808717,"awa, fa, ka, ru, sq, te","ru:#29(5,918,229); fa:#26(2,445,833); te:#10(169,425); sq:#45(137,549); ka:#37(136,779)"
Q535691,Teenage pregnancy,6,5736723,"es, nr, nso, rw, simple, zu","es:#31(5,406,536); simple:#7(323,251); rw:#23(2,712); zu:#19(2,562); nso:#7(1,637)"
Q185034,Sickle cell disease,6,2433318,"fr, gu, nn, or, pms, rn","fr:#44(2,384,507); gu:#35(24,680); nn:#14(13,851); or:#17(7,787); rn:#17(1,440)"
Q48385308,Bed bug,6,1850543,"dag, din, fa, kcg, kw, pcd","fa:#48(1,847,664); kcg:#11(847); dag:#35(755); din:#34(479); kw:#33(439)"
Q544006,Anxiety disorder,6,1785888,"ms, nr, ny, pap, ti, zh","zh:#49(1,594,627); ms:#30(189,368); ny:#19(1,354); ti:#23(237); pap:#43(234)"
Q154874,Yellow fever,6,1624852,"csb, din, ht, lg, pt, ti","pt:#37(1,609,822); lg:#3(7,271); ht:#44(2,518); ti:#13(2,161); din:#16(1,762)"
Q101452,2009 swine flu pandemic,6,975306,"gu, is, mg, nah, nl, rn","nl:#25(895,001); gu:#10(67,866); is:#50(9,364); rn:#16(1,494); mg:#49(1,133)"
Q188419,Life expectancy,6,810000,"eu, fo, gan, kab, km, sv","sv:#12(779,955); eu:#26(18,247); km:#32(3,605); fo:#30(3,406); gan:#24(2,898)"
Q156103,Gastroenteritis,6,675265,"bxr, gn, ko, kw, tl, trv","ko:#32(430,525); tl:#16(238,938); gn:#50(2,239); bxr:#42(1,653); trv:#3(1,597)"
Q182581,Immunity (medicine),6,565058,"awa, kaa, kk, lfn, tg, uz","kk:#20(381,021); uz:#42(165,750); tg:#22(15,866); lfn:#43(1,435); awa:#19(626)"
Q199804,Chronic obstructive pulmonary disease,6,510586,"bar, ne, sco, se, sw, ta","ta:#10(328,268); sw:#11(164,437); ne:#49(9,301); sco:#31(5,513); bar:#41(2,396)"
Q233309,Brain tumor,6,267869,"kn, mk, rw, sq, szy, tcy","sq:#48(129,058); mk:#20(102,060); kn:#50(30,039); rw:#15(4,028); tcy:#13(2,122)"
Q474191,Diet (nutrition),6,251253,"da, fur, gl, gn, pa, xh","da:#12(228,925); pa:#22(8,968); gl:#39(8,632); gn:#46(2,539); xh:#23(2,112)"
Q58952,Hiccup,6,133776,"blk, mr, my, sd, srn, vec","mr:#49(91,882); my:#28(29,723); srn:#1(8,946); vec:#26(1,560); sd:#47(1,145)"
Q153356,Chlamydia,6,129547,"ht, li, rki, sh, smn, tk","sh:#48(86,911); tk:#11(35,237); li:#45(3,170); ht:#26(3,105); smn:#7(1,061)"
Q131749,Anorexia nervosa,6,119457,"ext, gd, mad, rki, se, sh","sh:#23(116,012); gd:#44(1,336); ext:#29(1,321); se:#42(510); mad:#25(251)"
Q105650,Urology,6,90889,"bs, jv, nds, pi, sa, tly","bs:#30(76,833); jv:#33(5,561); nds:#24(4,759); pi:#18(1,822); sa:#47(1,721)"
Q317309,Mental health,6,72826,"awa, bjn, hyw, kn, rn, sa","kn:#20(64,275); rn:#6(3,365); sa:#29(2,235); awa:#12(1,103); hyw:#40(998)"
Q32566,CT scan,6,71689,"ary, bs, hak, ks, ksh, sd","bs:#43(59,249); ks:#1(4,193); ksh:#4(3,996); hak:#29(2,201); sd:#50(1,073)"
Q199602,Itch,6,71005,"ay, eml, sn, szy, te, tw","te:#49(64,255); sn:#40(2,488); ay:#27(1,582); eml:#28(1,391); tw:#26(762)"
Q131656,Pesticide,6,70152,"gom, my, rki, rue, sc, si","si:#35(39,812); my:#41(22,033); gom:#3(4,532); sc:#19(2,230); rue:#45(1,500)"
Q9690,Fatigue,6,37471,"anp, ary, dag, kab, olo, zh-yue","zh-yue:#21(33,723); kab:#50(1,122); olo:#10(981); ary:#43(719); dag:#42(643)"
Q1321695,Egg cell,6,25034,"got, gu, mdf, om, sn, war","gu:#47(15,874); war:#26(5,594); sn:#47(2,002); got:#2(1,104); om:#49(346)"
Q82494,National Center for Biotechnology Information,6,18134,"be-x-old, frr, ilo, inh, kbd, pcd","ilo:#23(3,980); pcd:#4(3,325); be-x-old:#22(3,316); frr:#18(3,229); kbd:#2(2,904)"
Q43522,Antonie van Leeuwenhoek,6,15264,"btm, gan, gv, mg, szy, yo","gan:#5(9,089); gv:#10(3,045); mg:#45(1,234); yo:#50(1,179); szy:#28(580)"
Q133805,Epidemiology,6,13629,"ia, kab, sa, tt, vec, wa","ia:#41(4,216); wa:#32(2,587); tt:#48(2,421); sa:#26(2,375); kab:#45(1,312)"
Q101929,Immunology,6,11812,"fur, lb, lfn, nds, rki, xmf","nds:#33(3,469); lb:#42(2,709); fur:#14(2,120); lfn:#30(1,762); xmf:#42(1,701)"
Q8071861,Zika fever,6,10314,"am, gn, nr, om, pap, ti","am:#49(4,364); gn:#40(3,056); ti:#19(1,311); om:#42(821); nr:#4(508)"
Q83428,Paracelsus,6,10292,"ary, cv, diq, gd, mdf, mg","gd:#23(2,530); diq:#31(2,249); mdf:#4(2,017); cv:#36(1,435); mg:#47(1,192)"
Q3097999,Pit latrine,6,9627,"ee, ig, nso, wo, xh, zu","zu:#12(3,616); xh:#31(1,545); ee:#6(1,190); wo:#18(1,121); nso:#13(1,089)"
Q161067,Kava,6,9125,"bi, fj, hsb, szl, to, ty","bi:#5(3,018); fj:#4(1,909); to:#2(1,896); szl:#20(1,226); hsb:#13(697)"
Q182448,Lawsonia inermis,6,8306,"am, bm, gor, gv, os, tcy","am:#43(4,653); gv:#16(1,984); gor:#12(542); os:#28(390); tcy:#38(386)"
Q187882,Freckle,6,7545,"av, bar, csb, lbe, nds-nl, vec","bar:#25(4,015); nds-nl:#28(793); csb:#35(731); vec:#46(690); av:#17(673)"
Q48196,Stem cell,6,6839,"blk, hak, nds, rki, se, ug","nds:#35(3,369); hak:#38(1,582); se:#29(874); ug:#35(673); blk:#25(312)"
Q1348567,Vitellaria,6,6785,"bm, din, gpe, nqo, sg, wo","bm:#6(3,609); gpe:#14(1,125); nqo:#7(779); wo:#22(638); din:#39(337)"
Q117749,Hepatitis B vaccine,6,4178,"bpy, ig, lij, ny, wo, yo","yo:#41(1,471); ny:#30(770); lij:#37(725); ig:#50(550); wo:#28(506)"
Q474187,Thirst,6,3720,"bew, ext, glk, gom, shi, sn","sn:#48(1,953); gom:#18(925); ext:#39(389); glk:#11(262); shi:#22(97)"
Q27485,Botfly,6,2813,"mhr, mrj, nv, os, udm, vep",udm:#4(689); nv:#15(543); os:#26(499); mrj:#10(443); mhr:#15(374)
Q382370,Mpox,6,2326,"fur, lo, nr, pap, pwn, xh",pap:#32(831); pwn:#2(606); nr:#6(406); lo:#42(256); xh:#40(125)
Q180556,Helicobacter pylori,5,7571589,"es, new, war, zh, zh-yue","es:#34(5,214,585); zh:#20(2,322,183); zh-yue:#31(28,254); war:#46(4,066); new:#39(2,501)"
Q1073121,Heart rate,5,4503974,"bs, eml, fr, ko, sq","fr:#14(3,636,201); ko:#24(458,486); sq:#10(301,527); bs:#12(105,924); eml:#15(1,836)"
Q134649,Diphtheria,5,4449217,"csb, de, jv, lv, ms","de:#46(4,218,943); ms:#34(170,705); lv:#35(52,869); jv:#36(5,479); csb:#22(1,221)"
Q382641,Phimosis,5,4402595,"be, ja, nds, pl, zu","ja:#37(2,773,907); pl:#31(1,618,647); be:#34(5,025); nds:#46(2,599); zu:#22(2,417)"
Q208726,Genital wart,5,4283854,"fa, mad, mzn, tl, zh","zh:#22(2,259,643); fa:#45(1,878,969); tl:#40(140,531); mzn:#11(4,527); mad:#42(184)"
Q662860,Smoking,5,2360136,"ar, ky, ms, se, zu","ar:#19(2,017,272); ms:#20(240,381); ky:#15(97,820); zu:#18(2,841); se:#9(1,822)"
Q319312,Premature ejaculation,5,1883647,"bn, hi, ps, si, ur","hi:#23(1,112,783); bn:#4(661,443); si:#19(58,751); ur:#9(45,009); ps:#21(5,661)"
Q8084905,Autoimmune disease,5,1062266,"gpe, hr, is, lfn, nl","nl:#36(826,452); hr:#39(223,023); is:#40(10,334); lfn:#35(1,585); gpe:#19(872)"
Q59736,Ignaz Semmelweis,5,957175,"hu, kw, lij, mg, sc","hu:#3(952,900); mg:#40(1,366); lij:#32(1,336); sc:#43(1,240); kw:#37(333)"
Q162908,Electrolyte,5,849967,"gor, id, myv, se, zh-classical","id:#29(840,620); gor:#5(5,619); zh-classical:#47(1,664); se:#16(1,415); myv:#19(649)"
Q134990,Hippocratic Oath,5,640515,"hr, rue, skr, tt, vi","vi:#42(412,182); hr:#38(223,861); tt:#39(2,790); rue:#46(1,369); skr:#11(313)"
Q3184856,Substance abuse,5,633111,"af, hyw, ms, ta, xh","af:#3(248,236); ta:#27(214,637); ms:#36(165,708); xh:#15(3,575); hyw:#41(955)"
Q840143,Streptococcal pharyngitis,5,475537,"gn, mk, sw, tl, yo","tl:#30(187,231); sw:#16(140,129); mk:#4(139,123); gn:#24(4,754); yo:#12(4,300)"
Q2845322,Anandi Gopal Joshi,5,425670,"gu, mai, mr, pa, tcy","mr:#8(370,313); gu:#26(34,757); pa:#5(19,838); mai:#46(611); tcy:#40(151)"
Q166019,Bleeding,5,384462,"arc, ary, az, dag, uz","az:#34(199,206); uz:#30(181,966); arc:#21(1,766); dag:#33(788); ary:#42(736)"
Q194101,Dwarfism,5,378370,"da, fur, hsb, myv, no","no:#29(195,552); da:#22(182,141); myv:#31(333); fur:#23(262); hsb:#22(82)"
Q172941,Peptic ulcer disease,5,305799,"af, cv, hyw, se, ta","ta:#25(226,800); af:#38(75,172); se:#18(1,359); cv:#43(1,250); hyw:#23(1,218)"
Q1142924,University of Malaya,5,250768,"ban, dtp, iba, mad, ms","ms:#18(249,749); ban:#41(291); iba:#7(282); mad:#28(224); dtp:#5(222)"
Q183344,Sinusitis,5,205784,"ia, lg, ms, ne, rw","ms:#37(162,875); ne:#4(33,692); ia:#30(4,802); lg:#13(3,035); rw:#35(1,380)"
Q79460,Antibody,5,179633,"bs, ca, dv, kaa, nds","bs:#13(105,538); ca:#48(68,774); nds:#39(2,999); dv:#49(2,049); kaa:#21(273)"
Q5609817,Athlete's foot,5,162061,"bew, dag, lg, my, zh-yue","zh-yue:#3(95,846); my:#7(64,123); dag:#26(1,022); lg:#32(938); bew:#39(132)"
Q219615,University of Barcelona,5,122172,"ban, ca, ceb, gd, pap","ca:#12(118,927); gd:#50(1,197); pap:#33(821); ceb:#44(802); ban:#31(425)"
Q162555,Oncology,5,104623,"bs, fy, pi, rw, sa","bs:#33(72,977); rw:#2(21,759); fy:#14(5,834); pi:#11(2,068); sa:#40(1,985)"
Q114085,Rhinitis,5,93024,"ksh, ky, myv, rue, tg","ky:#24(78,941); tg:#33(11,693); rue:#48(1,324); ksh:#16(702); myv:#28(364)"
Q178059,Paraphilia,5,67335,"arz, fy, gl, mzn, xmf","arz:#16(50,178); gl:#41(8,585); mzn:#13(4,138); fy:#47(2,797); xmf:#45(1,637)"
Q160402,Perception,5,60505,"azb, la, rm, si, tg","si:#41(35,988); tg:#28(12,611); la:#46(6,237); azb:#35(3,622); rm:#3(2,047)"
Q557919,MedlinePlus,5,35164,"ba, be, cy, gl, xmf","gl:#43(8,504); be:#13(8,044); cy:#13(7,670); xmf:#5(5,525); ba:#9(5,421)"
Q181032,Neurosis,5,32456,"arz, kaa, kbp, koi, mzn","arz:#25(27,510); kaa:#10(1,635); mzn:#38(1,394); koi:#5(1,143); kbp:#35(774)"
Q180152,Vitiligo,5,28377,"bcl, eo, ha, sco, war","bcl:#18(6,278); eo:#38(6,057); sco:#28(5,979); ha:#29(5,049); war:#38(5,014)"
Q170065,Pathogen,5,26719,"cy, min, nia, sd, sn","min:#3(17,621); cy:#42(4,497); sn:#46(2,089); sd:#31(1,862); nia:#13(650)"
Q107462,Har Gobind Khorana,5,25481,"awa, gom, gu, mai, skr","gu:#49(15,512); mai:#2(8,074); gom:#15(1,194); awa:#28(428); skr:#12(273)"
Q50018,International Classification of Diseases,5,22258,"eo, frr, ia, jv, oc","eo:#46(5,356); frr:#13(4,754); jv:#44(4,553); ia:#47(3,836); oc:#41(3,759)"
Q1816679,Areca nut,5,19242,"bi, gu, haw, iba, mai","gu:#45(16,802); bi:#7(948); mai:#42(755); haw:#8(708); iba:#24(29)"
Q7202,Molecular biology,5,14026,"fur, lb, lfn, nov, pap","pap:#10(4,202); nov:#9(4,007); lb:#48(2,537); lfn:#20(2,447); fur:#19(833)"
Q737460,Visual impairment,5,13161,"anp, dty, jam, ln, szy","dty:#4(5,483); jam:#24(3,365); ln:#29(2,793); szy:#18(825); anp:#19(695)"
Q160105,Cervical cancer,5,10389,"ha, mad, rw, se, za","rw:#12(4,369); ha:#35(4,325); za:#47(1,053); se:#44(428); mad:#34(214)"
Q171171,Dermatology,5,9751,"gv, io, lfn, new, tly","io:#47(3,140); new:#41(2,440); gv:#14(2,283); lfn:#32(1,651); tly:#5(237)"
Q83187,Thiamine,5,9559,"fo, lb, lo, rw, tyv","lb:#45(2,605); fo:#38(2,559); rw:#26(2,228); tyv:#16(1,838); lo:#34(329)"
Q117484,Dandruff,5,8820,"am, bjn, gor, myv, sc","am:#40(5,590); bjn:#41(1,320); sc:#42(1,288); myv:#32(316); gor:#14(306)"
Q87719492,COVID-19 vaccine,5,8540,"bjn, kab, sd, ts, ug","ts:#12(4,120); kab:#43(1,326); sd:#48(1,140); ug:#26(1,131); bjn:#49(823)"
Q161437,Ophthalmology,5,7700,"km, pi, sa, tly, xmf","pi:#8(2,326); sa:#38(2,030); xmf:#40(1,739); km:#48(1,380); tly:#7(225)"
Q1782980,University of Lagos,5,7288,"ff, gpe, ig, pcm, yo","ig:#6(3,102); yo:#25(2,377); gpe:#18(925); pcm:#12(516); ff:#9(368)"
Q170912,Sexology,5,6842,"bo, kaa, map-bms, pap, zu","pap:#18(2,492); bo:#38(1,948); map-bms:#10(1,331); zu:#44(968); kaa:#36(103)"
Q152393,Alfred Adler,5,6797,"co, mg, mzn, pms, yo","yo:#37(1,665); co:#12(1,550); mzn:#40(1,384); mg:#44(1,248); pms:#41(950)"
Q175854,Phobia,5,6575,"gom, lfn, mai, rki, vep","gom:#10(2,154); lfn:#29(1,981); vep:#20(1,278); mai:#29(1,118); rki:#21(44)"
Q127724,Cataract,5,6009,"bcl, csb, ki, tw, za","bcl:#47(2,550); csb:#10(1,746); za:#43(1,124); tw:#38(580); ki:#21(9)"
Q253671,Birch bark,5,5145,"atj, olo, sah, udm, vep","sah:#46(1,781); atj:#4(1,324); vep:#26(848); udm:#5(626); olo:#12(566)"
Q13107184,Pharmacy (shop),5,4813,"csb, ext, mhr, nrm, tly","ext:#30(1,303); csb:#20(1,233); mhr:#11(1,085); nrm:#14(959); tly:#6(233)"
Q238584,R. D. Laing,5,3255,"co, fur, nap, pms, vec",fur:#18(870); vec:#49(635); nap:#18(619); co:#19(603); pms:#50(528)
Q515610,Jasminum officinale,5,1629,"ceb, co, ks, os, rsk",ceb:#49(709); ks:#31(488); rsk:#5(177); co:#25(170); os:#39(85)
Q407988,Clonazepam,4,12326118,"azb, es, fa, pt","es:#14(7,535,077); fa:#16(2,607,227); pt:#14(2,180,222); azb:#36(3,592)"
Q4105337,Psychological resilience,4,11819714,"ca, es, it, pt","es:#17(7,041,148); pt:#7(2,498,426); it:#34(2,191,100); ca:#29(89,040)"
Q6581577,School bullying,4,10170082,"ca, es, eu, iba","es:#6(10,079,245); ca:#43(72,498); eu:#25(18,318); iba:#27(21)"
Q421095,Metoclopramide,4,7492418,"azb, es, fa, su","es:#50(4,797,525); fa:#15(2,686,072); su:#38(4,891); azb:#32(3,930)"
Q165399,Azithromycin,4,6456203,"azb, fa, hr, pt","fa:#7(4,181,877); pt:#26(1,754,502); hr:#3(514,996); azb:#21(4,828)"
Q422112,Methylphenidate,4,5884289,"da, de, fi, nl","de:#44(4,329,920); nl:#45(751,819); fi:#12(641,929); da:#27(160,621)"
Q778502,Vaginal discharge,4,5442297,"hy, ja, mad, tl","ja:#10(4,670,446); tl:#7(531,578); hy:#10(239,958); mad:#18(315)"
